Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
11/09/2004;21.00.00;1,8;1384;169;14,9;1559;-200;-200;155;2086;1039;19,0;36,6;1,1201
11/09/2004;22.00.00;0,9;1074;173;7,1;1107;128;1020;-200;-200;1096;17,0;45,5;1,0579
11/09/2004;23.00.00;1,1;1258;213;9,3;1192;252;1202;92;1741;950;17,9;43,8;1,0174
12/09/2004;00.00.00;1,0;1256;146;9,8;1312;214;1111;114;1949;734;18,0;52,1;1,0395
12/09/2004;01.00.00;-200,0;-200;156;12,1;1468;-200;-200;123;1991;621;20,1;42,6;1,1502
12/09/2004;02.00.00;1,3;1175;244;13,4;1547;184;1002;132;2175;607;16,3;56,2;1,1892
12/09/2004;03.00.00;1,7;1338;208;7,9;1185;226;1106;148;1722;243;11,0;52,2;0,8721
12/09/2004;04.00.00;1,1;1183;169;8,9;1223;195;1187;123;1849;925;13,0;53,8;1,1341
12/09/2004;05.00.00;1,2;1179;182;12,7;1519;273;1121;176;2380;1240;9,9;33,0;1,0326
12/09/2004;06.00.00;1,8;1387;212;9,9;1382;290;1147;161;2112;753;8,2;43,2;0,8150
12/09/2004;07.00.00;-200,0;-200;-200;12,9;1459;333;1359;163;2067;826;12,5;58,1;0,9202
12/09/2004;08.00.00;2,1;1480;252;13,3;1378;275;1174;166;1786;897;9,8;39,2;1,1541
12/09/2004;09.00.00;1,9;1368;210;13,4;1300;218;1098;140;1601;727;9,0;41,1;0,7459
12/09/2004;10.00.00;1,6;1329;217;12,8;1505;222;1100;154;1864;989;13,4;56,2;0,9113
12/09/2004;11.00.00;1,7;1413;202;10,5;1419;327;1291;170;2212;567;9,5;39,1;0,8257
12/09/2004;12.00.00;1,7;1438;198;10,8;1319;352;1328;137;1856;766;11,3;34,4;0,6992
12/09/2004;13.00.00;2,4;1530;248;12,1;1440;251;1109;179;1991;296;17,3;43,1;1,1630
12/09/2004;14.00.00;2,6;1493;254;13,6;1610;300;1263;112;1490;705;16,8;69,7;1,1116
12/09/2004;15.00.00;-200,0;-200;-200;9,2;1461;275;1105;187;2155;707;17,1;37,3;1,0848
12/09/2004;16.00.00;2,4;1468;220;-200,0;-200;415;1590;124;1887;959;19,9;36,3;1,1933
12/09/2004;17.00.00;-200,0;-200;-200;16,2;1603;331;1273;108;2042;589;18,3;66,0;1,0970
12/09/2004;18.00.00;1,8;1314;189;11,9;1442;237;1220;127;1704;930;16,6;53,7;1,1310
12/09/2004;19.00.00;1,5;1312;-200;10,7;1214;217;1068;135;1799;620;19,9;53,5;1,2736
12/09/2004;20.00.00;2,0;1407;246;12,1;1188;348;1501;149;1730;408;17,5;33,0;1,0649
12/09/2004;21.00.00;1,7;1358;167;12,5;1289;291;1287;172;1908;1125;20,7;34,7;1,4332
12/09/2004;22.00.00;1,5;1245;183;13,3;1435;246;1085;-200;-200;594;23,4;51,7;1,1648
12/09/2004;23.00.00;1,5;1304;146;-200,0;-200;217;1384;178;2027;551;18,5;36,2;0,9413
13/09/2004;00.00.00;1,7;1421;203;11,0;1268;222;1103;182;2464;910;17,5;58,2;1,0756
13/09/2004;01.00.00;1,9;1357;218;9,1;1257;180;1005;144;1752;638;17,5;38,7;1,1994
13/09/2004;02.00.00;1,9;1390;-200;11,9;1392;213;1077;112;1961;1178;16,8;57,2;1,1031
13/09/2004;03.00.00;1,7;1243;247;9,0;1172;218;1176;208;2552;784;17,2;46,2;1,0329
13/09/2004;04.00.00;1,8;1376;206;10,5;1165;242;1039;-200;-200;853;13,9;44,3;1,0591
13/09/2004;05.00.00;1,8;1370;169;13,4;1508;248;1210;141;2007;1028;16,1;35,1;1,0335
13/09/2004;06.00.00;1,6;1328;171;13,3;1568;297;1127;91;1739;778;10,0;72,7;0,8404
13/09/2004;07.00.00;2,1;1456;190;13,1;1394;239;1170;160;2025;627;10,1;41,7;1,0881
13/09/2004;08.00.00;1,6;1302;203;13,6;1441;331;1475;113;1595;468;9,3;58,5;0,9906
13/09/2004;09.00.00;2,4;1547;293;9,6;1360;296;1237;175;2197;1274;11,5;38,2;1,0415
13/09/2004;10.00.00;1,9;1334;204;15,0;1656;304;1397;144;1937;1069;15,1;64,9;1,0685
13/09/2004;11.00.00;2,4;1560;264;11,2;1313;365;1264;100;1891;732;10,6;58,4;1,1669
13/09/2004;12.00.00;2,2;1446;-200;13,0;1437;334;1306;108;1991;656;13,2;49,4;1,0560
13/09/2004;13.00.00;2,6;1526;194;12,0;1545;365;1309;130;1669;808;12,7;43,4;0,8172
13/09/2004;14.00.00;2,5;1426;200;13,6;1567;293;1477;199;2258;607;13,5;57,7;0,9851
13/09/2004;15.00.00;2,0;1345;188;12,0;1288;-200;-200;120;2099;673;16,3;43,1;1,0706
13/09/2004;16.00.00;2,6;1529;223;15,4;1398;359;1353;82;1499;843;18,1;53,7;1,0974
13/09/2004;17.00.00;2,2;1400;227;17,3;1636;341;1357;137;1925;778;16,3;54,0;1,0894
13/09/2004;18.00.00;2,5;1552;205;14,8;1443;320;1342;142;1961;716;21,0;60,0;1,0657
13/09/2004;19.00.00;2,1;1440;237;12,0;1447;326;1316;190;2296;461;19,5;49,9;1,1284
13/09/2004;20.00.00;-200,0;-200;-200;15,3;1636;242;1066;187;2179;705;22,0;35,7;1,1103
13/09/2004;21.00.00;1,6;1354;-200;7,8;1214;289;1414;92;1703;977;23,2;27,0;1,1010
13/09/2004;22.00.00;1,6;1306;224;10,0;1218;295;1400;143;1750;529;19,6;38,7;1,2392
13/09/2004;23.00.00;1,5;1299;136;10,6;1200;242;1217;153;2119;544;22,1;62,7;1,0089
14/09/2004;00.00.00;1,8;1417;133;11,1;1420;259;1247;132;1758;827;18,3;58,1;0,9036
14/09/2004;01.00.00;2,0;1334;-200;10,6;1411;154;1030;145;2097;603;16,3;58,8;0,9335
14/09/2004;02.00.00;1,3;1195;175;11,9;1506;294;1242;158;2183;735;13,7;37,6;0,9466
14/09/2004;03.00.00;1,8;1384;271;11,7;1354;266;1176;145;1746;852;12,1;54,3;1,1114
14/09/2004;04.00.00;-200,0;-200;174;9,6;1268;243;1347;138;1874;694;12,9;40,1;0,9871
14/09/2004;05.00.00;1,3;1227;158;13,4;1550;250;1263;167;2173;741;11,7;48,6;0,9801
14/09/2004;06.00.00;1,5;1341;244;10,0;1302;268;1104;115;1557;981;8,4;37,9;0,8048
14/09/2004;07.00.00;1,5;1287;213;13,0;1391;271;1197;153;2015;754;7,6;53,0;0,9157
14/09/2004;08.00.00;1,5;1236;242;10,5;1241;334;1417;117;1602;848;8,2;42,2;0,9951
14/09/2004;09.00.00;2,3;1460;200;12,0;1471;420;1577;-200;-200;701;10,3;57,8;0,7945
14/09/2004;10.00.00;2,2;1416;226;10,9;1313;354;1461;125;2016;700;7,7;55,4;0,8924
14/09/2004;11.00.00;2,5;1458;197;10,0;1246;378;1308;162;1999;729;10,3;47,2;0,9480
14/09/2004;12.00.00;2,6;1705;176;-200,0;-200;304;1341;-200;-200;833;12,4;33,4;1,0453
14/09/2004;13.00.00;2,6;1541;249;9,6;1207;315;1442;168;1763;862;10,1;46,5;0,7296
14/09/2004;14.00.00;2,7;1525;217;13,9;1437;351;1251;128;2014;953;15,6;50,6;0,9480
14/09/2004;15.00.00;2,5;1537;193;12,3;1418;349;1572;140;1981;562;17,2;47,1;1,0067
14/09/2004;16.00.00;2,1;1400;170;14,3;1469;323;1379;139;1981;552;16,5;51,4;1,1036
14/09/2004;17.00.00;2,7;1508;235;11,9;1536;276;1263;121;1793;614;16,5;55,7;1,1257
14/09/2004;18.00.00;2,1;1429;214;-200,0;-200;274;1153;123;1847;599;19,7;42,2;0,9658
14/09/2004;19.00.00;1,8;1395;190;14,1;1519;262;1160;87;1591;932;19,8;55,3;0,9294
14/09/2004;20.00.00;1,9;1435;188;13,7;1624;300;1264;150;1752;555;19,9;58,3;1,2446
14/09/2004;21.00.00;1,6;1390;-200;11,5;1381;241;1040;155;2256;912;22,9;54,5;1,0970
14/09/2004;22.00.00;1,6;1384;124;9,2;1367;242;1153;90;1521;843;18,0;61,9;1,2362
14/09/2004;23.00.00;1,7;1392;221;12,7;1334;239;1088;99;1480;401;17,6;42,2;1,1092
15/09/2004;00.00.00;1,7;1382;214;10,8;1275;276;1321;104;1874;1086;16,5;34,7;1,0152
15/09/2004;01.00.00;1,2;1308;150;9,5;1176;-200;-200;86;1602;554;14,3;60,2;1,0723
15/09/2004;02.00.00;1,4;1306;132;13,4;1518;189;1053;139;1793;951;12,4;50,6;1,0678
15/09/2004;03.00.00;1,8;1288;222;14,6;1376;-200;-200;116;1631;856;13,9;50,2;0,9540
15/09/2004;04.00.00;1,7;1368;166;9,7;1314;201;1103;141;2047;983;12,9;64,1;0,9031
15/09/2004;05.00.00;2,3;1522;265;16,0;1549;305;1546;122;1364;522;11,7;37,1;0,9407
15/09/2004;06.00.00;2,1;1380;276;12,0;1414;208;1284;131;1958;786;6,2;40,8;0,9466
15/09/2004;07.00.00;2,2;1423;229;14,0;1497;351;1352;175;2046;727;11,1;63,8;0,8903
15/09/2004;08.00.00;1,6;1313;194;14,8;1597;249;1180;97;1826;1091;12,1;44,5;0,9152
15/09/2004;09.00.00;2,4;1481;214;12,4;1643;311;1239;130;2015;677;12,4;41,1;0,8933
15/09/2004;10.00.00;2,2;1419;-200;13,0;1651;307;1300;157;2217;943;9,0;53,0;0,7873
15/09/2004;11.00.00;2,2;1440;207;13,8;1572;373;1519;134;2178;726;10,7;57,6;0,9499
15/09/2004;12.00.00;2,5;1522;-200;16,1;1572;288;1144;-200;-200;710;10,5;46,3;0,8538
15/09/2004;13.00.00;2,8;1452;213;13,6;1497;332;1520;155;1684;947;10,0;50,7;1,0404
15/09/2004;14.00.00;2,7;1533;241;14,9;1506;338;1469;107;1758;1077;15,5;52,6;1,1587
15/09/2004;15.00.00;2,2;1424;220;10,9;1270;361;1510;186;2229;843;18,4;55,1;0,8963
15/09/2004;16.00.00;2,7;1445;-200;10,3;1122;289;1317;150;1902;1025;20,3;54,6;1,1182
15/09/2004;17.00.00;2,2;1460;201;11,0;1325;197;1004;191;1759;504;19,5;53,5;1,2111
15/09/2004;18.00.00;2,3;1478;237;11,3;1390;247;1296;156;1951;1069;21,0;39,8;1,1887
15/09/2004;19.00.00;2,0;1415;211;14,0;1562;324;1316;180;2186;603;22,6;48,1;1,2866
15/09/2004;20.00.00;1,9;1417;225;11,7;1397;281;1093;169;1883;1085;20,7;39,0;1,0399
15/09/2004;21.00.00;2,1;1436;210;11,0;1279;274;1256;178;2052;647;19,6;59,9;0,9317
15/09/2004;22.00.00;1,4;1250;246;9,1;1205;-200;-200;122;1700;797;17,4;45,9;1,0578
15/09/2004;23.00.00;2,2;1482;143;11,6;1473;274;1189;198;1949;640;17,8;51,1;1,0878
16/09/2004;00.00.00;1,0;1248;199;-200,0;-200;244;1259;106;1565;724;19,3;48,9;1,1903
16/09/2004;01.00.00;1,3;1213;215;8,9;1193;223;1134;137;1915;656;16,9;44,7;1,0156
16/09/2004;02.00.00;1,6;1366;160;11,0;1350;304;1304;158;2101;-200;17,7;48,3;1,2298
16/09/2004;03.00.00;1,7;1324;255;10,6;1289;285;1388;229;2330;756;12,7;38,2;1,0175
16/09/2004;04.00.00;1,5;1338;196;11,8;1237;233;940;163;1903;356;9,1;44,5;0,8359
16/09/2004;05.00.00;1,6;1333;195;14,9;1640;282;1376;116;1786;485;12,6;48,5;0,8119
16/09/2004;06.00.00;1,9;1366;217;10,4;1438;265;1246;145;2011;862;13,1;55,1;1,0529
16/09/2004;07.00.00;1,8;1387;230;12,2;1313;280;1254;95;1594;786;12,4;41,1;0,9501
16/09/2004;08.00.00;2,4;1466;226;12,8;1119;285;1266;192;2286;512;13,0;65,2;1,0432
16/09/2004;09.00.00;2,4;1530;224;11,8;1591;310;1385;53;1399;1064;11,9;34,9;1,0083
16/09/2004;10.00.00;2,5;1564;250;13,1;1414;238;1279;145;2005;508;8,6;61,1;0,8422
16/09/2004;11.00.00;2,1;1385;240;15,8;1491;260;1197;207;1966;905;10,1;39,3;0,7838
16/09/2004;12.00.00;2,4;1473;232;12,7;1422;377;1440;170;2322;426;9,0;36,1;0,9105
16/09/2004;13.00.00;2,4;1459;175;12,6;1464;303;1368;162;2162;808;15,5;43,7;1,0305
16/09/2004;14.00.00;2,2;1458;185;11,6;1319;260;1010;108;1650;1026;12,7;56,1;0,9428
16/09/2004;15.00.00;2,6;1583;-200;14,0;1513;410;1511;191;2252;1207;15,1;32,1;0,9957
16/09/2004;16.00.00;2,3;1370;209;10,5;1315;297;1345;118;1892;963;14,9;44,3;0,9032
16/09/2004;17.00.00;2,6;1439;208;13,3;1398;346;1343;123;1587;999;16,5;52,2;1,2399
16/09/2004;18.00.00;1,9;1381;221;12,7;1274;264;1148;178;2162;618;19,3;46,0;1,1589
16/09/2004;19.00.00;2,6;1538;238;11,6;1512;358;1401;124;1625;-200;20,8;46,8;1,0499
16/09/2004;20.00.00;1,7;1299;195;14,7;1589;269;1180;90;1687;895;19,3;54,9;1,1384
16/09/2004;21.00.00;1,9;1396;230;15,0;1472;187;1049;109;1553;463;19,9;58,8;1,0351
16/09/2004;22.00.00;2,0;1360;171;16,5;1664;370;1394;145;1624;1203;20,4;47,1;1,1147
16/09/2004;23.00.00;1,5;1272;142;12,1;1317;212;1280;114;1645;728;19,9;53,4;1,1378
17/09/2004;00.00.00;1,8;1428;249;12,5;1420;235;1056;190;2058;416;20,6;56,1;1,2199
17/09/2004;01.00.00;1,1;1212;150;10,1;1366;161;1106;123;1943;1070;16,4;37,9;0,9173
17/09/2004;02.00.00;1,9;1369;163;12,0;1446;162;966;101;1507;646;14,6;48,9;0,9249
17/09/2004;03.00.00;-200,0;-200;185;12,9;1404;291;1315;74;1540;1093;11,3;33,2;0,9603
17/09/2004;04.00.00;1,4;1332;190;10,8;1422;244;1253;154;1912;1057;13,5;64,0;0,9217
17/09/2004;05.00.00;1,6;1309;182;10,8;1341;147;1148;140;2111;656;8,6;59,4;0,8945
17/09/2004;06.00.00;2,0;1370;-200;13,1;1402;248;1236;158;1822;712;14,2;44,8;0,7706
17/09/2004;07.00.00;1,7;1368;158;10,1;1474;-200;-200;121;1857;948;13,9;52,8;0,8815
17/09/2004;08.00.00;1,8;1395;224;14,7;1423;301;1308;140;2064;606;7,2;23,4;0,9479
17/09/2004;09.00.00;2,1;1469;165;12,1;1447;244;1381;176;2032;976;9,4;66,7;0,9513
17/09/2004;10.00.00;1,9;1377;207;13,3;1607;262;1241;138;1954;1234;10,3;43,1;0,8478
17/09/2004;11.00.00;2,9;1603;244;12,2;1239;299;1168;123;1729;856;10,1;56,4;0,8486
17/09/2004;12.00.00;2,3;1492;237;12,4;1585;-200;-200;166;2064;443;13,9;38,6;1,1820
17/09/2004;13.00.00;2,7;1555;238;12,7;1602;344;1348;144;2117;804;9,7;65,9;1,0295
17/09/2004;14.00.00;2,6;1578;194;12,4;1374;368;1509;180;2314;758;13,3;51,0;0,9123
17/09/2004;15.00.00;2,2;1470;203;10,1;1333;323;1224;144;1976;1292;12,5;27,4;1,0097
17/09/2004;16.00.00;-200,0;-200;-200;15,0;1475;332;1313;174;1966;694;20,6;53,7;1,0072
17/09/2004;17.00.00;2,6;1563;180;14,1;1424;311;1344;166;1951;652;20,1;50,4;1,0215
17/09/2004;18.00.00;2,2;1342;228;9,5;1164;241;1155;182;2104;910;18,6;39,8;1,0171
17/09/2004;19.00.00;2,5;1477;201;12,5;1596;298;1306;178;2348;756;17,3;56,4;0,9978
17/09/2004;20.00.00;2,3;1380;223;12,2;1385;271;1256;106;1686;542;22,4;47,0;1,2043
17/09/2004;21.00.00;2,1;1397;211;13,1;1315;245;1211;86;1687;-200;19,3;57,6;1,0215
17/09/2004;22.00.00;1,6;1303;164;10,9;1450;252;1112;129;2149;902;20,3;43,6;1,0231
17/09/2004;23.00.00;1,3;1307;-200;12,8;1508;157;1093;144;1811;1105;18,5;46,9;0,9872
18/09/2004;00.00.00;1,1;1194;172;12,1;1442;198;1043;99;1823;392;17,7;49,8;0,9660
18/09/2004;01.00.00;1,3;1324;148;15,0;1482;192;1083;138;1819;1011;15,7;53,8;1,1339
18/09/2004;02.00.00;1,4;1239;-200;6,3;1073;187;953;139;1752;823;17,2;47,9;0,9023
18/09/2004;03.00.00;0,6;1098;207;11,9;1600;227;1158;109;1725;589;14,6;57,7;0,8401
18/09/2004;04.00.00;1,3;1190;211;12,1;1444;235;1189;-200;-200;703;12,2;33,1;1,0643
18/09/2004;05.00.00;1,4;1351;202;10,4;1269;261;1226;97;1470;912;7,6;68,1;0,7572
18/09/2004;06.00.00;1,4;1352;192;10,2;1385;263;1149;201;2380;705;11,5;59,1;1,0422
18/09/2004;07.00.00;2,0;1384;177;11,7;1471;222;1257;75;1737;-200;11,4;58,4;0,9652
18/09/2004;08.00.00;-200,0;-200;229;12,1;1588;327;1413;99;1770;783;12,2;51,2;1,0163
18/09/2004;09.00.00;2,2;1434;257;11,4;1374;271;1229;222;2219;723;9,7;42,6;0,7715
18/09/2004;10.00.00;-200,0;-200;196;8,6;1301;344;1373;106;1846;1177;16,3;58,2;1,1435
18/09/2004;11.00.00;2,3;1435;218;11,6;1434;291;1210;129;2000;967;8,2;55,8;0,8588
18/09/2004;12.00.00;2,6;1642;204;12,7;1364;262;1163;172;1993;745;8,9;45,6;0,8443
18/09/2004;13.00.00;2,6;1606;217;14,3;1378;274;1395;165;1973;855;16,1;48,4;1,0750
18/09/2004;14.00.00;1,9;1287;168;9,4;1330;347;1358;150;1891;796;17,0;48,1;1,0456
18/09/2004;15.00.00;2,1;1363;204;13,5;1544;335;1647;186;2052;1075;13,9;41,0;0,9090
18/09/2004;16.00.00;2,0;1428;223;9,6;1039;265;1115;111;1829;-200;17,5;55,8;1,1752
18/09/2004;17.00.00;2,2;1386;-200;13,2;1512;316;1370;149;2093;1166;16,1;46,7;0,9244
18/09/2004;18.00.00;2,2;1440;222;13,4;1462;347;1417;141;2024;778;17,3;53,9;0,8493
18/09/2004;19.00.00;1,6;1316;124;10,9;1388;351;1405;105;1793;943;16,8;51,8;1,0791
18/09/2004;20.00.00;1,7;1342;203;11,5;1328;-200;-200;137;1781;743;17,2;32,4;1,1132
18/09/2004;21.00.00;1,0;1243;197;11,3;1511;248;1059;136;1875;706;19,5;61,4;1,1011
18/09/2004;22.00.00;-200,0;-200;206;10,6;1433;254;1228;-200;-200;558;22,8;70,9;1,1037
18/09/2004;23.00.00;1,2;1258;-200;11,0;1211;230;1058;155;2207;866;18,4;42,2;0,9247
19/09/2004;00.00.00;1,3;1196;185;9,9;1195;258;1337;124;1673;785;18,6;49,4;1,1167
19/09/2004;01.00.00;1,1;1232;195;13,3;1473;166;1010;92;1678;1119;15,4;64,7;0,9786
19/09/2004;02.00.00;1,5;1279;166;12,2;1346;269;1264;89;1975;1189;18,2;55,1;1,0307
19/09/2004;03.00.00;0,5;1199;182;6,9;1253;176;1048;96;1621;753;12,9;31,9;0,8732
19/09/2004;04.00.00;1,3;1287;211;14,2;1406;191;1077;84;1690;-200;10,8;47,3;0,7544
19/09/2004;05.00.00;1,3;1283;168;12,6;1538;198;1248;104;1985;779;14,8;46,0;0,9334
19/09/2004;06.00.00;1,3;1295;146;8,2;967;335;1478;90;1768;777;9,9;41,6;0,8557
19/09/2004;07.00.00;2,1;1415;199;9,1;1215;341;1399;122;1926;1042;10,8;47,9;0,9228
19/09/2004;08.00.00;1,4;1349;163;8,4;1359;-200;-200;182;2044;751;13,5;56,7;1,0801
19/09/2004;09.00.00;2,1;1383;229;10,2;1302;302;1422;137;1840;721;7,3;41,0;0,7820
19/09/2004;10.00.00;-200,0;-200;197;12,4;1423;306;1252;188;1930;279;10,9;60,4;0,8638
19/09/2004;11.00.00;2,4;1566;244;13,0;1529;401;1347;161;2180;785;13,6;60,4;0,8606
19/09/2004;12.00.00;1,9;1345;161;13,3;1519;276;1309;119;1794;691;11,8;46,6;0,9235
19/09/2004;13.00.00;2,0;1409;-200;11,3;1354;191;1207;135;1832;956;11,9;40,9;0,8631
19/09/2004;14.00.00;2,5;1526;202;12,5;1558;320;1168;101;1807;421;17,2;63,0;0,9519
19/09/2004;15.00.00;2,3;1408;227;12,8;1455;302;1245;136;1915;-200;17,4;30,2;1,0416
19/09/2004;16.00.00;1,7;1265;137;13,6;1533;311;1298;94;1502;906;16,5;60,3;1,0863
19/09/2004;17.00.00;1,9;1332;198;8,0;1294;336;1274;155;1947;711;20,8;57,0;1,1964
19/09/2004;18.00.00;2,1;1410;201;-200,0;-200;352;1390;128;2066;797;16,1;61,3;0,9561
19/09/2004;19.00.00;2,1;1437;223;14,8;1468;345;1279;132;1803;1016;19,5;24,1;1,0470
19/09/2004;20.00.00;1,5;1280;196;11,1;1297;292;1252;117;1736;802;19,2;50,8;1,2556
19/09/2004;21.00.00;0,7;1235;142;8,8;1306;273;1317;140;1644;860;17,8;41,0;1,0706
19/09/2004;22.00.00;1,6;1372;130;9,6;1453;183;859;105;1744;752;21,2;51,4;1,1271
19/09/2004;23.00.00;1,0;1218;156;11,8;1201;208;1012;90;1682;543;21,9;52,9;1,2110
20/09/2004;00.00.00;1,0;1170;140;9,0;1206;217;1274;129;2026;849;18,4;69,1;1,1606
20/09/2004;01.00.00;0,7;1136;133;8,4;1327;225;1068;145;2001;308;16,8;38,4;1,0552
20/09/2004;02.00.00;1,7;1403;180;14,2;1336;213;866;144;1909;808;15,4;43,0;0,8335
20/09/2004;03.00.00;1,6;1357;221;9,0;1289;204;1126;196;2336;932;12,7;38,5;0,8266
20/09/2004;04.00.00;1,5;1345;156;14,3;1558;220;1133;101;1748;1126;9,4;55,2;0,9202
20/09/2004;05.00.00;2,1;1397;156;12,5;1476;286;1288;76;1603;1016;10,1;67,3;0,9561
20/09/2004;06.00.00;1,9;1362;190;11,9;1284;97;900;153;2204;1243;9,0;50,7;0,7838
20/09/2004;07.00.00;2,4;1399;212;13,3;1460;286;1400;142;1941;628;7,5;46,3;0,8972
20/09/2004;08.00.00;1,6;1342;-200;11,2;1240;227;1084;145;1925;945;12,2;63,7;0,7534
20/09/2004;09.00.00;-200,0;-200;193;11,2;1469;248;1187;168;2095;520;9,2;57,3;0,7478
20/09/2004;10.00.00;1,8;1352;195;12,2;1304;299;1256;89;1557;-200;12,1;25,9;0,8374
20/09/2004;11.00.00;2,3;1435;225;11,6;1383;316;1400;137;2174;823;11,6;58,5;1,1209
20/09/2004;12.00.00;2,4;1482;194;13,6;1687;326;1430;164;1906;756;10,2;46,1;0,9644
20/09/2004;13.00.00;2,7;1592;260;18,0;1811;339;1416;161;2231;773;17,2;38,0;1,0930
20/09/2004;14.00.00;2,5;1570;219;14,3;1340;395;1706;144;2034;784;16,4;64,3;1,0378
20/09/2004;15.00.00;-200,0;-200;259;-200,0;-200;389;1535;175;2149;847;16,4;40,4;1,0198
20/09/2004;16.00.00;2,6;1490;237;13,8;1496;257;1340;182;2159;1041;19,3;40,0;1,0573
20/09/2004;17.00.00;3,0;1598;202;13,4;1449;313;1237;98;1755;548;21,4;37,0;1,0194
20/09/2004;18.00.00;2,2;1387;156;11,9;1435;280;1190;190;2354;546;17,9;39,0;1,0767
20/09/2004;19.00.00;1,8;1336;237;11,5;1435;204;1306;100;1679;654;17,3;42,1;0,9040
20/09/2004;20.00.00;2,1;1438;184;13,1;1638;419;1402;159;2227;1051;20,2;51,4;1,0845
20/09/2004;21.00.00;1,6;1277;195;13,1;1406;263;1304;122;1714;675;18,5;42,0;1,1260
20/09/2004;22.00.00;2,2;1416;197;16,6;1704;216;1260;181;1969;674;21,9;47,5;1,1441
20/09/2004;23.00.00;1,6;1258;237;12,4;1402;298;1413;152;2228;865;20,0;44,7;1,2340
21/09/2004;00.00.00;1,4;1312;189;8,6;1386;240;1022;145;1844;733;16,6;50,8;0,8320
21/09/2004;01.00.00;-200,0;-200;149;8,2;1248;192;1050;134;1801;-200;17,8;58,6;0,9311
21/09/2004;02.00.00;-200,0;-200;193;11,3;1368;278;1319;118;1738;1054;11,6;44,9;0,9598
21/09/2004;03.00.00;1,5;1375;227;12,9;1420;280;1335;99;1826;823;14,3;50,5;0,9662
21/09/2004;04.00.00;1,4;1325;165;10,3;1229;267;1234;85;1570;806;13,0;45,4;0,9342
21/09/2004;05.00.00;2,1;1328;167;11,9;1482;295;1221;124;1880;475;8,7;60,5;1,0402
21/09/2004;06.00.00;1,5;1335;216;12,8;1357;211;1096;157;1634;632;8,6;37,6;0,7872
21/09/2004;07.00.00;1,9;1452;177;11,7;1198;186;1011;107;1517;681;10,8;71,0;0,8919
21/09/2004;08.00.00;2,2;1429;164;14,5;1426;227;1031;180;1998;671;8,2;38,8;0,7994
21/09/2004;09.00.00;1,6;1335;170;8,3;1228;248;1166;102;1619;961;10,3;66,4;0,8167
21/09/2004;10.00.00;2,4;1462;-200;13,7;1364;221;1328;142;1452;1239;11,5;43,7;0,9633
21/09/2004;11.00.00;2,0;1433;222;8,5;1145;389;1450;154;1920;713;14,2;44,6;1,0606
21/09/2004;12.00.00;2,7;1587;240;13,9;1305;279;1106;184;2101;1031;15,7;40,6;0,9619
21/09/2004;13.00.00;2,2;1379;183;14,2;1426;302;1269;132;2088;-200;15,1;42,4;0,8935
21/09/2004;14.00.00;2,7;1506;256;10,2;1479;340;1553;168;2007;544;13,8;39,4;0,9164
21/09/2004;15.00.00;2,8;1568;254;9,0;1188;391;1324;162;1703;1005;15,2;53,9;0,9148
21/09/2004;16.00.00;2,7;1553;-200;-200,0;-200;353;1407;146;1968;1097;19,0;38,7;1,1136
21/09/2004;17.00.00;2,4;1506;189;-200,0;-200;324;1423;-200;-200;880;15,0;28,1;0,9644
21/09/2004;18.00.00;2,2;1426;195;10,2;1341;416;1419;156;1869;520;19,3;39,2;1,0772
21/09/2004;19.00.00;2,0;1347;217;12,4;1449;365;1449;139;2181;585;22,5;52,8;1,0820
21/09/2004;20.00.00;2,4;1537;239;11,8;1294;317;1243;139;2093;261;16,7;60,3;0,9626
21/09/2004;21.00.00;1,7;1271;168;11,0;1370;274;1126;136;1772;-200;21,0;69,6;0,9608
21/09/2004;22.00.00;1,4;1263;244;10,3;1490;238;1239;145;2169;740;18,3;54,9;1,0564
21/09/2004;23.00.00;1,8;1370;200;-200,0;-200;292;1467;86;1806;724;17,8;65,2;1,1511
22/09/2004;00.00.00;1,3;1289;217;12,5;1404;212;1087;110;1663;614;14,9;62,2;0,8016
22/09/2004;01.00.00;1,2;1231;148;8,3;1099;188;1134;95;1700;876;16,4;35,8;0,8710
22/09/2004;02.00.00;1,1;1251;187;10,3;1477;287;1323;94;1335;-200;12,3;58,5;0,9654
22/09/2004;03.00.00;1,4;1336;152;12,0;1284;192;1102;103;1757;651;12,6;50,9;0,8388
22/09/2004;04.00.00;1,5;1277;199;9,4;1200;238;1107;-200;-200;746;11,1;68,7;0,9985
22/09/2004;05.00.00;1,7;1363;214;10,9;1228;231;1062;144;2117;483;9,9;43,2;0,7479
22/09/2004;06.00.00;2,0;1419;225;11,1;1214;265;1151;107;1761;873;8,8;61,4;0,9794
22/09/2004;07.00.00;2,0;1388;187;15,5;1584;284;1251;146;1927;760;6,9;66,5;0,8926
22/09/2004;08.00.00;-200,0;-200;152;13,7;1450;278;1214;151;2072;807;8,4;51,7;0,9536
22/09/2004;09.00.00;2,1;1431;220;13,7;1518;245;1076;130;1904;623;7,2;63,1;0,9958
22/09/2004;10.00.00;2,4;1503;209;17,2;1723;-200;-200;109;1771;673;8,7;40,4;0,9445
22/09/2004;11.00.00;2,7;1601;-200;14,2;1340;359;1356;122;1853;988;12,2;53,0;1,0601
